Class,Filename,Width,Height,Size_in_KB
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-175.jpg,270,180,6.275
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-176.jpg,270,180,7.818
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-177.jpg,272,180,6.472
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-178.jpg,320,180,6.3
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-179.jpg,270,180,5.07
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-18.jpg,247,180,5.002
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-180.jpg,329,180,7.541
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-181.jpg,320,180,5.366
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-182.jpg,319,180,6.684
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-183.jpg,320,180,5.006
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-184.jpg,270,180,6.076
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-185.jpg,250,180,4.591
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-186.jpg,270,180,7.557
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-187.jpg,247,180,4.472
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-188.jpg,270,180,4.036
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-189.jpg,272,180,6.472
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-19.jpg,270,180,4.553
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-190.jpg,320,180,9.284
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-191.jpg,270,180,7.2
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-192.jpg,270,180,6.221
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-193.jpg,272,180,5.441
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-194.jpg,300,142,4.247
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-195.jpg,272,180,6.105
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-196.jpg,360,180,11.503
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-197.jpg,270,180,5.341
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-198.jpg,270,180,6.353
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-199.jpg,180,180,3.636
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-2.jpg,306,180,8.044
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-20.jpg,272,180,7.54
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-200.jpg,225,180,6.265
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-201.jpg,270,180,6.229
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-202.jpg,412,180,9.634
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-203.jpg,320,180,7.09
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-204.jpg,270,180,6.012
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-205.jpg,270,180,4.965
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-206.jpg,270,180,7.083
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-207.jpg,249,180,3.314
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-208.jpg,270,180,6.747
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-209.jpg,270,180,5.67
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-21.jpg,320,180,11.491
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-210.jpg,272,180,5.441
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-211.jpg,249,180,2.933
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-212.jpg,320,180,5.131
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-213.jpg,281,180,5.98
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-214.jpg,300,180,6.061
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-215.jpg,270,180,7.117
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-216.jpg,270,180,6.31
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-217.jpg,270,180,5.169
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-218.jpg,320,180,8.25
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-219.jpg,270,180,4.189
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-22.jpg,270,180,8.637
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-220.jpg,320,180,7.181
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-221.jpg,270,180,5.448
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-222.jpg,319,180,8.491
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-223.jpg,474,135,5.941
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-224.jpg,316,180,9.397
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-225.jpg,270,180,5.295
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-226.jpg,360,180,9.327
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-227.jpg,360,180,10.138
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-228.jpg,249,180,5.697
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-229.jpg,270,180,6.785
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-23.jpg,270,180,7.297
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-230.jpg,241,180,5.239
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-231.jpg,314,180,6.541
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-232.jpg,320,180,5.41
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-233.jpg,269,180,5.368
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-234.jpg,270,180,6.746
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-235.jpg,270,180,6.076
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-236.jpg,320,180,6.88
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-237.jpg,245,180,2.438
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-238.jpg,270,180,5.67
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-239.jpg,270,180,8.732
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-24.jpg,272,180,6.223
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-240.jpg,270,180,7.992
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-241.jpg,320,180,7.147
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-242.jpg,270,180,3.319
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-243.jpg,320,180,8.531
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-244.jpg,270,180,6.031
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-245.jpg,334,180,11.003
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-246.jpg,300,200,5.818
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-247.jpg,240,180,6.375
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-248.jpg,249,180,3.396
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-249.jpg,319,180,7.791
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-25.jpg,300,142,4.664
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-250.jpg,320,180,9.284
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-251.jpg,240,180,6.197
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-252.jpg,270,180,4.848
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-253.jpg,320,180,6.253
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-254.jpg,270,180,5.118
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-255.jpg,271,180,6.207
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-256.jpg,270,180,8.163
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-257.jpg,320,180,6.489
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-258.jpg,240,180,4.693
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-259.jpg,249,180,3.546
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-26.jpg,272,180,6.968
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-260.jpg,270,180,7.2
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-261.jpg,270,180,5.458
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-262.jpg,270,180,4.082
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-263.jpg,270,180,7.094
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-264.jpg,300,180,7.47
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-265.jpg,270,180,2.273
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-266.jpg,270,180,4.42
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-267.jpg,270,180,3.014
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-268.jpg,320,180,5.366
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-269.jpg,344,180,7.538
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-27.jpg,360,180,14.296
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-270.jpg,320,180,8.793
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-271.jpg,320,180,5.366
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-272.jpg,372,180,10.089
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-273.jpg,270,180,5.866
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-274.jpg,247,180,4.472
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-275.jpg,270,180,5.804
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-276.jpg,240,180,4.865
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-277.jpg,324,180,6.709
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-278.jpg,270,180,4.933
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-279.jpg,300,200,7.439
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-28.jpg,270,180,6.179
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-280.jpg,240,180,4.058
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-281.jpg,270,180,8.061
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-282.jpg,236,180,6.254
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-283.jpg,270,180,7.297
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-284.jpg,270,180,5.193
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-285.jpg,270,180,4.823
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-286.jpg,270,180,5.289
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-287.jpg,270,180,4.513
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-288.jpg,241,180,5.239
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-289.jpg,270,180,6.353
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-29.jpg,270,180,7.623
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-290.jpg,272,180,6.472
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-291.jpg,240,180,4.865
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-292.jpg,270,180,7.083
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-293.jpg,319,180,8.722
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-294.jpg,372,180,10.089
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-295.jpg,270,180,6.869
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-3.jpg,240,180,5.649
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-30.jpg,180,180,4.257
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-31.jpg,225,180,7.59
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-32.jpg,270,180,7.394
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-33.jpg,412,180,11.173
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-34.jpg,320,180,8.341
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-35.jpg,270,180,6.878
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-36.jpg,270,180,5.543
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-37.jpg,270,180,8.292
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-38.jpg,249,180,3.751
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-39.jpg,270,180,8.005
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-4.jpg,344,180,7.312
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-40.jpg,270,180,6.536
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-41.jpg,272,180,6.223
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-42.jpg,249,180,3.233
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-43.jpg,320,180,5.884
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-44.jpg,281,180,7.173
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-45.jpg,300,180,7.058
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-46.jpg,270,180,8.493
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-47.jpg,270,180,7.634
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-48.jpg,270,180,6.07
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-49.jpg,320,180,9.814
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-5.jpg,320,180,6.622
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-50.jpg,270,180,4.762
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-51.jpg,320,180,8.22
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-52.jpg,270,180,6.029
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-53.jpg,319,180,10.376
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-54.jpg,474,135,6.567
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-55.jpg,316,180,11.496
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-56.jpg,270,180,5.992
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-57.jpg,360,180,11.132
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-58.jpg,360,180,12.428
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-59.jpg,249,180,6.604
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-6.jpg,270,180,7.035
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-60.jpg,270,180,8.079
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-61.jpg,241,180,6.088
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-62.jpg,314,180,7.524
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-63.jpg,320,180,6.153
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-64.jpg,269,180,6.094
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-65.jpg,270,180,7.978
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-66.jpg,270,180,7.164
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-67.jpg,320,180,7.907
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-68.jpg,245,180,2.661
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-69.jpg,270,180,6.536
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-7.jpg,270,180,9.156
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-70.jpg,270,180,10.854
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-71.jpg,270,180,9.464
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-72.jpg,320,180,8.48
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-73.jpg,270,180,3.677
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-74.jpg,320,180,10.413
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-75.jpg,270,180,7.061
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-76.jpg,334,180,14.132
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-77.jpg,300,200,6.889
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-78.jpg,240,180,7.585
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-79.jpg,249,180,3.773
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-8.jpg,272,180,7.54
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-80.jpg,319,180,9.0
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-81.jpg,320,180,11.491
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-82.jpg,240,180,7.32
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-83.jpg,270,180,5.447
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-84.jpg,320,180,7.167
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-85.jpg,270,180,5.9
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-86.jpg,271,180,7.286
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-87.jpg,270,180,9.866
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-88.jpg,320,180,7.69
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-89.jpg,240,180,5.558
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-9.jpg,320,180,7.436
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-90.jpg,249,180,4.061
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-91.jpg,270,180,8.637
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-92.jpg,270,180,6.363
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-93.jpg,270,180,4.637
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-94.jpg,270,180,8.618
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-95.jpg,300,180,8.823
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-96.jpg,270,180,2.431
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-97.jpg,270,180,5.002
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-98.jpg,270,180,3.237
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-99.jpg,320,180,6.182
dataset\motorcycle\motorcycle-bicycle\motorcycle-bicycle-kids,motorcycle-bicycle-kids-1.jpg,361,251,9.525
dataset\motorcycle\motorcycle-bicycle\motorcycle-bicycle-kids,motorcycle-bicycle-kids-10.jpg,201,180,6.682
dataset\motorcycle\motorcycle-bicycle\motorcycle-bicycle-kids,motorcycle-bicycle-kids-100.jpg,270,180,5.709
dataset\motorcycle\motorcycle-bicycle\motorcycle-bicycle-kids,motorcycle-bicycle-kids-101.jpg,270,180,6.56
dataset\motorcycle\motorcycle-bicycle\motorcycle-bicycle-kids,motorcycle-bicycle-kids-102.jpg,270,180,11.755
dataset\motorcycle\motorcycle-bicycle\motorcycle-bicycle-kids,motorcycle-bicycle-kids-103.jpg,160,105,2.831
dataset\motorcycle\motorcycle-bicycle\motorcycle-bicycle-kids,motorcycle-bicycle-kids-104.jpg,360,180,9.055
dataset\motorcycle\motorcycle-bicycle\motorcycle-bicycle-kids,motorcycle-bicycle-kids-105.jpg,320,180,12.478
dataset\motorcycle\motorcycle-bicycle\motorcycle-bicycle-kids,motorcycle-bicycle-kids-106.jpg,270,180,7.796
dataset\motorcycle\motorcycle-bicycle\motorcycle-bicycle-kids,motorcycle-bicycle-kids-107.jpg,270,180,6.075
dataset\motorcycle\motorcycle-bicycle\motorcycle-bicycle-kids,motorcycle-bicycle-kids-108.jpg,270,180,7.612
dataset\motorcycle\motorcycle-bicycle\motorcycle-bicycle-kids,motorcycle-bicycle-kids-109.jpg,270,180,5.825
dataset\motorcycle\motorcycle-bicycle\motorcycle-bicycle-kids,motorcycle-bicycle-kids-11.jpg,241,180,6.838
dataset\motorcycle\motorcycle-bicycle\motorcycle-bicycle-kids,motorcycle-bicycle-kids-110.jpg,160,105,1.882
dataset\motorcycle\motorcycle-bicycle\motorcycle-bicycle-kids,motorcycle-bicycle-kids-111.jpg,344,180,9.398
dataset\motorcycle\motorcycle-bicycle\motorcycle-bicycle-kids,motorcycle-bicycle-kids-112.jpg,259,180,5.771
dataset\motorcycle\motorcycle-bicycle\motorcycle-bicycle-kids,motorcycle-bicycle-kids-113.jpg,360,180,13.346
dataset\motorcycle\motorcycle-bicycle\motorcycle-bicycle-kids,motorcycle-bicycle-kids-114.jpg,270,180,7.001
dataset\motorcycle\motorcycle-bicycle\motorcycle-bicycle-kids,motorcycle-bicycle-kids-115.jpg,270,180,6.384
dataset\motorcycle\motorcycle-bicycle\motorcycle-bicycle-kids,motorcycle-bicycle-kids-116.jpg,160,105,3.388
dataset\motorcycle\motorcycle-bicycle\motorcycle-bicycle-kids,motorcycle-bicycle-kids-117.jpg,240,180,7.697
dataset\motorcycle\motorcycle-bicycle\motorcycle-bicycle-kids,motorcycle-bicycle-kids-118.jpg,180,180,6.277
dataset\motorcycle\motorcycle-bicycle\motorcycle-bicycle-kids,motorcycle-bicycle-kids-119.jpg,180,180,5.658
dataset\motorcycle\motorcycle-bicycle\motorcycle-bicycle-kids,motorcycle-bicycle-kids-12.jpg,270,180,6.492
dataset\motorcycle\motorcycle-bicycle\motorcycle-bicycle-kids,motorcycle-bicycle-kids-121.jpg,169,180,6.23
dataset\motorcycle\motorcycle-bicycle\motorcycle-bicycle-kids,motorcycle-bicycle-kids-122.jpg,270,180,8.449
dataset\motorcycle\motorcycle-bicycle\motorcycle-bicycle-kids,motorcycle-bicycle-kids-123.jpg,270,180,7.499
dataset\motorcycle\motorcycle-bicycle\motorcycle-bicycle-kids,motorcycle-bicycle-kids-124.jpg,160,105,2.479
dataset\motorcycle\motorcycle-bicycle\motorcycle-bicycle-kids,motorcycle-bicycle-kids-125.jpg,288,180,6.698
dataset\motorcycle\motorcycle-bicycle\motorcycle-bicycle-kids,motorcycle-bicycle-kids-126.jpg,270,180,9.08
dataset\motorcycle\motorcycle-bicycle\motorcycle-bicycle-kids,motorcycle-bicycle-kids-127.jpg,180,180,5.676
dataset\motorcycle\motorcycle-bicycle\motorcycle-bicycle-kids,motorcycle-bicycle-kids-128.jpg,240,180,7.971
dataset\motorcycle\motorcycle-bicycle\motorcycle-bicycle-kids,motorcycle-bicycle-kids-129.jpg,160,105,2.994
dataset\motorcycle\motorcycle-bicycle\motorcycle-bicycle-kids,motorcycle-bicycle-kids-13.jpg,180,180,5.365
dataset\motorcycle\motorcycle-bicycle\motorcycle-bicycle-kids,motorcycle-bicycle-kids-130.jpg,160,105,2.376
dataset\motorcycle\motorcycle-bicycle\motorcycle-bicycle-kids,motorcycle-bicycle-kids-131.jpg,229,227,7.118
dataset\motorcycle\motorcycle-bicycle\motorcycle-bicycle-kids,motorcycle-bicycle-kids-132.jpg,266,242,7.668
dataset\motorcycle\motorcycle-bicycle\motorcycle-bicycle-kids,motorcycle-bicycle-kids-133.jpg,243,253,7.203
dataset\motorcycle\motorcycle-bicycle\motorcycle-bicycle-kids,motorcycle-bicycle-kids-134.jpg,282,252,7.262
dataset\motorcycle\motorcycle-bicycle\motorcycle-bicycle-kids,motorcycle-bicycle-kids-135.jpg,214,193,4.696
dataset\motorcycle\motorcycle-bicycle\motorcycle-bicycle-kids,motorcycle-bicycle-kids-136.jpg,237,253,5.463
dataset\motorcycle\motorcycle-bicycle\motorcycle-bicycle-kids,motorcycle-bicycle-kids-137.jpg,154,138,2.651
dataset\motorcycle\motorcycle-bicycle\motorcycle-bicycle-kids,motorcycle-bicycle-kids-138.jpg,304,210,7.891
dataset\motorcycle\motorcycle-bicycle\motorcycle-bicycle-kids,motorcycle-bicycle-kids-139.jpg,350,331,11.291
dataset\motorcycle\motorcycle-bicycle\motorcycle-bicycle-kids,motorcycle-bicycle-kids-14.jpg,181,180,4.591
dataset\motorcycle\motorcycle-bicycle\motorcycle-bicycle-kids,motorcycle-bicycle-kids-140.jpg,280,212,8.718
dataset\motorcycle\motorcycle-bicycle\motorcycle-bicycle-kids,motorcycle-bicycle-kids-141.jpg,156,203,4.637
dataset\motorcycle\motorcycle-bicycle\motorcycle-bicycle-kids,motorcycle-bicycle-kids-142.jpg,341,275,11.337
dataset\motorcycle\motorcycle-bicycle\motorcycle-bicycle-kids,motorcycle-bicycle-kids-143.jpg,235,219,6.369
dataset\motorcycle\motorcycle-bicycle\motorcycle-bicycle-kids,motorcycle-bicycle-kids-144.jpg,194,234,5.124
dataset\motorcycle\motorcycle-bicycle\motorcycle-bicycle-kids,motorcycle-bicycle-kids-145.jpg,269,263,9.738
dataset\motorcycle\motorcycle-bicycle\motorcycle-bicycle-kids,motorcycle-bicycle-kids-146.jpg,188,240,5.095
dataset\motorcycle\motorcycle-bicycle\motorcycle-bicycle-kids,motorcycle-bicycle-kids-147.jpg,391,256,10.571
dataset\motorcycle\motorcycle-bicycle\motorcycle-bicycle-kids,motorcycle-bicycle-kids-148.jpg,203,180,4.75
dataset\motorcycle\motorcycle-bicycle\motorcycle-bicycle-kids,motorcycle-bicycle-kids-149.jpg,215,251,6.716
dataset\motorcycle\motorcycle-bicycle\motorcycle-bicycle-kids,motorcycle-bicycle-kids-15.jpg,173,180,4.574
dataset\motorcycle\motorcycle-bicycle\motorcycle-bicycle-kids,motorcycle-bicycle-kids-150.jpg,120,183,3.229
dataset\motorcycle\motorcycle-bicycle\motorcycle-bicycle-kids,motorcycle-bicycle-kids-151.jpg,305,310,9.7
dataset\motorcycle\motorcycle-bicycle\motorcycle-bicycle-kids,motorcycle-bicycle-kids-152.jpg,345,244,8.58
dataset\motorcycle\motorcycle-bicycle\motorcycle-bicycle-kids,motorcycle-bicycle-kids-153.jpg,329,268,12.436
dataset\motorcycle\motorcycle-bicycle\motorcycle-bicycle-kids,motorcycle-bicycle-kids-154.jpg,331,241,8.163
dataset\motorcycle\motorcycle-bicycle\motorcycle-bicycle-kids,motorcycle-bicycle-kids-155.jpg,275,246,8.65
dataset\motorcycle\motorcycle-bicycle\motorcycle-bicycle-kids,motorcycle-bicycle-kids-16.jpg,183,180,5.803
dataset\motorcycle\motorcycle-bicycle\motorcycle-bicycle-kids,motorcycle-bicycle-kids-17.jpg,160,105,2.901
dataset\motorcycle\motorcycle-bicycle\motorcycle-bicycle-kids,motorcycle-bicycle-kids-18.jpg,180,180,5.089
dataset\motorcycle\motorcycle-bicycle\motorcycle-bicycle-kids,motorcycle-bicycle-kids-19.jpg,253,180,5.992
dataset\motorcycle\motorcycle-bicycle\motorcycle-bicycle-kids,motorcycle-bicycle-kids-2.jpg,329,345,9.884
dataset\motorcycle\motorcycle-bicycle\motorcycle-bicycle-kids,motorcycle-bicycle-kids-20.jpg,240,180,7.032
dataset\motorcycle\motorcycle-bicycle\motorcycle-bicycle-kids,motorcycle-bicycle-kids-21.jpg,160,105,3.027
dataset\motorcycle\motorcycle-bicycle\motorcycle-bicycle-kids,motorcycle-bicycle-kids-22.jpg,225,180,5.855
dataset\motorcycle\motorcycle-bicycle\motorcycle-bicycle-kids,motorcycle-bicycle-kids-23.jpg,280,180,6.444
